id,categorie,phrase_fr,reference,ref_pos_tree,kuma_mt,nllb,google,pos_kuma,pos_nllb,pos_google,chrf_kuma,chrf_nllb,chrf_google,ktau_kuma,ktau_nllb,ktau_google,wo_kuma,wo_nllb,wo_google,pos_exact_kuma,pos_exact_nllb,pos_exact_google,pos_chrf_kuma,pos_chrf_nllb,pos_chrf_google,kuma_back_fr,google_back_fr,nllb_back_fr,sem_kuma,sem_google,sem_nllb
126,progressif,je suis en train de manger,n bɛ kà dún,PRON AUX AUX VERB,n bɛ kà dúnli kɛ,ne bɛ dumuni kɛ,N bɛ dumuni kɛ,PRON AUX AUX NOUN VERB,PRON AUX NOUN VERB,PRON AUX NOUN VERB,86.63,13.5,11.88,1.0,0.0,1.0,True,True,True,0,0,0,72.36,50.98,50.98,,je mange la nourriture,j'ai mangé,0.0,26.74,13.14
127,progressif,il est en train de parler,a bɛ kà kúma,PRON AUX AUX VERB,a bɛ kà kúma,a bɛ kuma,a bɛ kuma,PRON AUX AUX VERB,PRON AUX VERB,PRON AUX VERB,100.0,28.44,28.44,1.0,1.0,1.0,True,True,True,1,0,0,100.0,71.7,71.7,,il parle,il parle,0.0,18.63,18.63
128,futur,je vais manger,n bɛ na dún,PRON AUX ADP PART,n bɛ na dúnli kɛ,ne bɛ dumuni kɛ,N bɛ taa dumuni kɛ,PRON AUX ADP NOUN VERB,PRON AUX NOUN VERB,PRON AUX VERB NOUN VERB,86.63,11.61,13.13,1.0,0.0,1.0,True,True,True,0,0,0,61.34,38.27,35.89,,je vais manger,j'ai mangé,0.0,100.0,22.18
129,futur,il va partir,a bɛ na táa,PRON AUX ADP VERB,a bɛ na táa,a bɛ taa,a bɛ taa bɔ yen,PRON AUX ADP VERB,PRON AUX VERB,PRON AUX VERB VERB ADV,100.0,21.19,20.48,1.0,1.0,1.0,True,True,True,1,0,0,100.0,53.33,50.94,,il va là-bas,il s'en va,0.0,20.44,10.82
130,futur_neg,je n'irai pas,n tɛ na táa,PRON AUX ADP VERB,n tɛ na wá,ne tɛ taa,Ne tɛna taa,PRON AUX ADP PART,PRON AUX VERB,PRON AUX VERB,42.59,15.27,39.9,1.0,0.0,0.0,True,True,False,0,0,0,65.61,53.33,53.33,,je n'irai pas,je ne vais pas,0.0,100.0,24.16
131,past_neg,je n'ai pas mangé,n ma màlo dún,PRON AUX PUNCT PART,n ma dúnli kɛ,ne ma dumuni kɛ,N ma dumuni kɛ,PRON AUX NOUN VERB,PRON AUX NOUN VERB,PRON AUX NOUN VERB,23.24,11.39,9.98,1.0,0.0,1.0,True,True,True,0,0,0,37.0,37.0,37.0,,Je n'ai pas mangé la nourriture,je n'ai pas mangé,0.0,82.58,100.0
132,past_neg,il n'a pas parlé,a ma kúma,PRON AUX PUNCT,a ma kúma,a ma kuma,a ma kuma,PRON AUX PUNCT,PRON AUX PUNCT,PRON AUX PUNCT,100.0,36.23,36.23,1.0,1.0,1.0,True,True,True,1,1,1,100.0,100.0,100.0,,il n'a pas parlé,il n'a pas parlé,0.0,100.0,100.0
133,habitude,il mangeait du riz,a tùn bɛ màlo dún,PRON AUX AUX AUX PART,a tùn bɛ iri dún,a tun bɛ roso dun,a ye tiga dun,PRON AUX AUX X PART,PRON AUX AUX X PART,PRON AUX NOUN PART,40.35,17.33,5.38,1.0,1.0,0.0,True,True,False,0,0,0,68.98,68.98,42.63,,il a mangé du riz,Il mangeait du riz.,0.0,36.0,98.4
134,habitude,je travaillais,n tùn bɛ báara la,PRON AUX AUX PROPN ADP,n tùn bɛ báara la,ne tun bɛ baara la,N tun bɛ baara la,PRON AUX AUX PROPN ADP,PRON AUX AUX PROPN ADP,PRON AUX AUX PROPN ADP,100.0,37.61,36.97,1.0,1.0,1.0,True,True,True,1,1,1,100.0,100.0,100.0,,j'étais au travail,j'étais au travail,0.0,48.07,48.07
135,simple_purposive_coordinated,Je te donne de l'argent pour cuisiner et manger,n bɛ wárí di i ma walasa ka [cuisiner] ani ka dún,PRON AUX X VERB PRON AUX PROPN X NOUN CCONJ AUX VERB,n bɛ wári di i ma walasa ka bɛ̀rɛbɛrɛli kɛ ani ka dúnli kɛ,Ne bɛ wari di i ma ka dumuni tobi ani ka dumuni kɛ,N bɛ wari di i ma i ka tobili kɛ ka dumuni kɛ,PRON AUX X VERB PRON AUX PROPN X NOUN VERB ADP ADP NOUN VERB,PRON AUX X VERB PRON AUX X NOUN VERB CCONJ X NOUN VERB,PRON AUX X VERB PRON AUX PRON ADP NOUN VERB ADP NOUN VERB,53.58,25.36,19.83,0.917,0.857,0.857,True,True,True,0,0,0,72.32,61.25,60.91,,Je te donne de l'argent pour cuisiner et manger,Je te donnerai de l'argent pour que tu cuisses et que tu manges.,0.0,100.0,59.31
136,complex_comitative_relative,Je veux manger avec mon mari et ma fille qui est malade,n bɛ ŋàniya ka dún ni n fúrucɛ ni n mùsona jànkarotɔ,PRON AUX X AUX VERB ADP PRON X X PRON PUNCT PUNCT,n bɛ ŋàniya ka dúnli kɛ ni n fúrucɛ yé minw jànkarotɔlen dòn,Ne b'a fɛ ka dumuni kɛ ni ne cɛ ni ne denmuso banabaatɔ ye,N b’a fɛ ka dumuni kɛ ni n cɛ ye ani n denmuso banabagatɔ,PRON AUX X X NOUN VERB ADP PRON NOUN AUX PRON NOUN AUX,PRON X ADP AUX NOUN VERB ADP PRON NOUN CCONJ PRON NOUN NOUN AUX,PRON NOUN ADP AUX NOUN VERB ADP PRON NOUN AUX CCONJ PRON NOUN PUNCT,64.57,20.27,19.07,0.571,0.667,-0.1,True,False,False,0,0,0,50.98,44.26,46.82,,Je veux manger avec mon mari et ma fille malade,J'ai envie de manger avec mon mari et ma fille qui sont malades.,0.0,81.67,74.67
137,verb_serial_dative,il donne le livre à l'enfant,a bɛ kitabu di dɔgɔ ma,PRON AUX X VERB NOUN AUX,a bɛ kìtabu di dén la,a bɛ kitabu di den ma,a bɛ gafe in di den ma,PRON AUX X VERB NOUN ADP,PRON AUX X VERB NOUN AUX,PRON AUX X X VERB NOUN AUX,42.05,68.98,18.44,1.0,1.0,1.0,True,True,True,0,1,0,87.75,100.0,92.05,,il donne le livre à l'enfant,et il donna le livre à l'enfant.,0.0,100.0,80.49
138,privative_pron,sans moi,n kɔ,PRON PUNCT,n kɔ,ni ne tɛ,ni ne tɛ yen,PRON PUNCT,SCONJ PRON AUX,SCONJ PRON AUX ADV,100.0,9.26,7.94,1.0,0.0,0.0,False,False,True,1,0,0,100.0,24.89,23.27,,en mon absence,si je ne suis pas,0.0,12.8,10.16
139,privative_clause,"sans moi, tu ne pourras pas partir","n kɔ, i tɛ na se ka táa",PRON X PRON AUX ADP VERB AUX VERB,i tɛ na se ka táa n kɔ,"ni ne tɛ, i tɛ se ka taa",ni ne tɛ i tɛna se ka bɔ yen,PRON AUX ADP VERB AUX VERB PRON PUNCT,SCONJ PRON X PRON AUX VERB AUX VERB,SCONJ PRON AUX PRON AUX VERB AUX VERB ADV,77.57,32.07,47.64,0.429,1.0,0.667,True,True,True,0,0,0,82.48,74.67,63.72,,sans moi tu ne pourras pas partir,"Si je n'y vais pas, tu ne peux pas y aller.",0.0,86.44,26.32
140,privative_noun,Ce légume est sans cuisson,[légume] [cuisson]tan dòn,PUNCT NOUN AUX,nin lègimu in yé jèniyɔrɔtan yé,O jiriden tɛ tobi,Nin nakɔfɛn in ye tobilikɛbali ye,DET PUNCT X AUX NOUN AUX,PRON NOUN AUX VERB,DET PUNCT X AUX NOUN AUX,10.75,4.72,6.25,0.0,0.0,0.0,True,True,False,0,0,0,60.8,45.55,60.8,,Ce légume n'est pas cuit,Ce fruit n'est pas cuit,0.0,42.66,17.73
141,privative_verb,il est parti sans avertir,a fáɲira [avertir]bali,PRON VERB PUNCT,a táara k'a sɔrɔ a ma lásɔ̀mi,a taara n'a ma a lasɔmi,a bɔra yen k'a sɔrɔ a ma lasɔmi,PRON VERB AUX VERB PRON AUX PUNCT,PRON VERB X AUX PRON ADP,PRON VERB ADV PART VERB PRON AUX PUNCT,9.79,8.59,9.7,0.0,0.0,0.0,True,True,True,0,0,0,62.93,49.39,59.46,,il est parti sans prévenir,"Et il s'en alla, et ne le prévint point.",0.0,66.75,14.5
142,privative_noun,sans eau,jítan,PUNCT,jítan,ji tɛ yen,ji tɛ min na,PUNCT,NOUN AUX ADV,NOUN AUX PRON ADP,100.0,11.11,13.79,0.0,0.0,0.0,False,True,True,1,0,0,100.0,10.67,12.29,,sans eau,il n'y a pas d'eau,0.0,100.0,19.03
143,privative_noun,sans argent,wárítan,PUNCT,wáritan,wari tɛ,wari tɛ min na,PUNCT,X AUX,X AUX PRON ADP,32.06,9.8,10.68,0.0,0.0,0.0,False,False,True,1,0,0,100.0,5.21,9.68,,sans argent,pas d'argent,0.0,100.0,45.79
144,relative_topic_neg,Une femme qui a eu un enfant ne peut pas abandonner son enfant,"númanfɛlaka mìn yé dén sɔrɔ, o tɛ se ka a dén láfìli",NOUN PRON AUX NOUN PUNCT PRON AUX VERB AUX PRON NOUN PUNCT,"númanfɛlaka mìn yé dén sɔrɔ, o tɛ se ka a dén láfìli","Muso min ye den sɔrɔ, o tɛ se ka a den to yen.","Muso min ye den sɔrɔ, o tɛ se k’a den bila",NOUN PRON AUX NOUN PUNCT PRON AUX VERB AUX PRON NOUN PUNCT,PROPN DET AUX NOUN PUNCT PRON AUX VERB AUX PRON NOUN VERB PUNCT,PROPN DET AUX NOUN PUNCT PRON AUX VERB X NOUN VERB,100.0,36.93,31.29,0.803,1.0,1.0,True,True,True,1,0,0,100.0,77.35,55.27,,Une femme qui a accouché ne peut pas abandonner son enfant,Une femme qui accouche ne doit pas abandonner son enfant.,0.0,74.82,65.54
145,equative_relative,Les djihadistes montrent clairement qu'ils sont les maîtres du jeu,djihadistew bɛ jàbi ko ùw yé [jeu] ka kuntigɛw yé,NOUN AUX X PART NOUN AUX X X NOUN AUX,Mújawow bɛ ɲási fɛ́rɛtɛtɛ ko u yé npári ka mɛtiriw yé,Jihadistiw y'a jira k'a jɛya ko u ye ɲɔgɔndantigɛlaw ye,Jihadikɛlaw b’a jira ka jɛya k’olu de ye tulon in ɲɛmɔgɔw ye,PROPN AUX PUNCT NOUN PART PRON AUX X X X AUX,PUNCT X VERB PUNCT PUNCT PART PRON AUX NOUN AUX,PUNCT X VERB ADP VERB PUNCT PART AUX X PUNCT NOUN AUX,14.91,26.28,18.2,0.7,0.0,0.0,True,False,False,0,0,0,41.14,36.24,37.61,,Les djihadistes sont clairement les champions du jeu,Les djihadistes ont montré clairement qu'ils étaient compétitifs,0.0,55.83,56.75
146,comitative,je suis avec mon mari,n ni n cɛ dòn,PRON ADP PRON NOUN AUX,n ni n fúrucɛ dòn,ne ni n cɛ bɛ ɲɔgɔn fɛ,Ne bɛ n cɛ fɛ,PRON ADP PRON X AUX,PRON ADP PRON NOUN AUX PRON ADP,PRON AUX PRON NOUN ADP,49.51,31.43,12.1,0.5,0.333,1.0,False,True,True,0,0,0,62.46,91.65,70.32,,Je suis avec mon mari,Je suis avec mon mari,0.0,100.0,100.0
147,comitative_genitive,Je suis avec la fille du frère de mon ami,n ni n terikɛ balimakɛ denmuso dòn,PRON ADP PRON NOUN PUNCT NOUN AUX,n ni n téri bálimakɛ ka mùsoma dòn,Ne ni n teri balimakɛ denmuso bɛ ɲɔgɔn fɛ,N bɛ n terikɛ balimakɛ denmuso fɛ,PRON ADP PRON PUNCT X X X AUX,PRON ADP PRON PUNCT X NOUN AUX PRON ADP,PRON AUX PRON NOUN PUNCT NOUN ADP,32.63,64.73,76.97,0.5,0.667,0.9,False,True,True,0,0,0,53.58,64.74,81.94,,je suis avec le cousin de mon ami,Je suis avec la fille de mon ami.,0.0,51.1,75.65
148,comitative_action,je mange avec mon ami,n bɛ dún ni n terikɛ,PRON AUX VERB ADP PRON NOUN,n bɛ dúnli kɛ ni n téri yé,ne bɛ dumuni kɛ ni n tericɛ ye,N bɛ dumuni kɛ ni n terikɛ ye,PRON AUX NOUN VERB ADP PRON NOUN AUX,PRON AUX NOUN VERB ADP PRON NOUN AUX,PRON AUX NOUN VERB ADP PRON NOUN AUX,45.19,44.5,53.35,0.167,-0.333,0.5,True,True,True,0,0,0,80.55,80.55,80.55,,je dîne avec mon ami,J'étais à table avec mon ami.,0.0,62.88,54.74
149,reciprocal,nous nous aimons,an bɛ ɲɔgɔn kànu,NOUN AUX PRON PUNCT,anw bɛ ɲɔgɔn kànuya,an bɛ ɲɔgɔn kanu,an bɛ ɲɔgɔn kanu,PRON AUX PRON PUNCT,NOUN AUX PRON PUNCT,NOUN AUX PRON PUNCT,79.79,74.59,74.59,1.0,1.0,1.0,True,True,True,0,1,1,78.45,100.0,100.0,,nous nous aimons,"nous aimons les uns les autres,",0.0,100.0,56.37
150,reciprocal,ils se battent,ùw bɛ ɲɔgɔn fàli,NOUN AUX PRON PUNCT,u bɛ ɲɔgɔn gòsi,u bɛ ɲɔgɔn kɛlɛ,u bɛ kɛlɛ kɛ,PRON AUX PRON VERB,PRON AUX PRON NOUN,PRON AUX NOUN VERB,43.37,43.37,5.59,1.0,1.0,0.0,True,True,True,0,0,0,42.47,52.73,32.89,,ils se battent,ils se battent les uns contre les autres,0.0,100.0,69.13
151,reciprocal,nous nous parlons,anw bɛ ɲɔgɔn kúma,PRON AUX DET PUNCT,anw bɛ ɲɔgɔn kúma,an bɛ kuma ɲɔgɔn fɛ,an bɛ kuma ɲɔgɔn fɛ,PRON AUX DET PUNCT,NOUN AUX VERB PRON ADP,NOUN AUX VERB PRON ADP,100.0,31.63,31.63,1.0,1.0,1.0,True,True,True,1,0,0,100.0,32.35,32.35,,nous nous parlons,nous nous parlons les uns aux autres,0.0,100.0,80.51
152,imperative,mange !,dún,PART,dúnli kɛ,A' ye dumuni kɛ!,ka dun!,NOUN VERB,PROPN AUX NOUN PUNCT,X PUNCT,70.24,13.33,18.52,0.0,0.0,0.0,False,False,False,0,0,0,5.21,15.15,11.36,,manger!,Prends et mange!,0.0,58.92,66.96
153,imperative,pars !,táa,VERB,táa,Aw bɛ taa!,ka taa!,VERB,PRON AUX PUNCT,X PUNCT,100.0,16.67,18.52,0.0,0.0,0.0,False,True,False,1,0,0,100.0,4.46,0.0,,aller!,Vous y allez !,0.0,11.54,9.68
154,imperative,viens !,nà,PUNCT,nà,"A' ye na, a' ye na!",ka na!,PUNCT,PROPN AUX X NOUN AUX PUNCT,X VERB,100.0,11.36,19.23,0.0,0.0,0.0,False,False,False,1,0,0,100.0,47.49,0.0,,viens!,"Venez, venez, venez !",0.0,100.0,10.2
155,imperative,parle bambara !,bambara kúma,PART PUNCT,bambara kúma,A bɛ kuma bambara la!,kuma bamanankan na!,PART PUNCT,PRON AUX NOUN PUNCT PUNCT,NOUN PUNCT PUNCT,100.0,50.29,17.03,1.0,0.0,0.0,False,True,False,1,0,0,100.0,41.57,45.41,,parlez en basque !,Il parle en langues inconnues!,0.0,26.04,19.82
156,prohibitive,ne mange pas !,kàna dún,AUX VERB,kàna dúnli kɛ,Aw kana dumuni kɛ!,aw kana dumuni kɛ !,AUX NOUN VERB,PRON AUX NOUN PUNCT,PRON AUX NOUN VERB PUNCT,83.83,16.62,16.62,0.0,0.0,0.0,False,False,False,0,0,0,39.35,14.32,31.06,,ne mange pas !,Ne mangez pas!,0.0,100.0,66.24
157,prohibitive,ne pars pas !,kàna táa,AUX VERB,kàna táa,I kana taa!,kana taa !,AUX VERB,PRON AUX PUNCT,AUX VERB PUNCT,100.0,19.56,20.16,1.0,0.0,0.0,False,False,False,1,0,0,100.0,15.88,80.72,,c'est le taa !,Ne t'en va pas !,0.0,8.17,24.53
158,prohibitive,ne parle pas !,kàna kúma,AUX VERB,kàna kúma,I kana kuma!,kana kuma !,AUX VERB,PRON AUX PUNCT,AUX VERB PUNCT,100.0,21.27,21.83,1.0,0.0,0.0,False,False,False,1,0,0,100.0,15.88,80.72,,ça fait mille !,Ne parle pas !,0.0,9.07,100.0
159,ownership,ce sac est pour ma fille,nin jɔ̀bɔrɔ in yé n mùsoma de ta ye,DET PUNCT X AUX PRON NOUN PART NOUN AUX,o jɔ̀bɔrɔ in yé n mùsoma de ta ye,nin bɔrɔ ye ne denmuso de ye,nin bɔrɔ in ye n denmuso de ta ye,PRON X X AUX PRON NOUN PART NOUN AUX,DET NOUN AUX PRON NOUN PART AUX,DET NOUN X AUX PRON NOUN PART NOUN AUX,89.16,19.71,40.02,1.0,0.5,0.667,True,False,False,0,0,0,74.47,68.28,77.3,,ce sac est pour ma fille,ce sac est à ma fille,0.0,100.0,61.28
160,ownership_pron,Ce sac est pour moi,nin jɔ̀bɔrɔ in yé n ta ye,DET PUNCT X AUX PRON NOUN AUX,o jɔ̀bɔrɔ in yé n ta ye,O bɔrɔ ye ne ta ye,Nin bɔrɔ in ye ne ta ye,PRON X X AUX PRON NOUN AUX,DET NOUN AUX PRON NOUN AUX,DET NOUN X AUX PRON NOUN AUX,83.67,21.79,40.26,1.0,0.0,0.7,True,False,False,0,0,0,64.03,63.71,68.05,,Ce sac est à moi,Ce sac est à moi,0.0,52.39,52.39
161,noun_phrase_alienable,la maison de mon ami,n terikɛ ka so,PRON NOUN ADP NOUN,n téri ka só,ne teri ka so,n terikɛ ka so,PRON X ADP NOUN,PRON X ADP NOUN,PRON NOUN ADP NOUN,23.56,44.13,100.0,1.0,1.0,1.0,False,False,False,0,0,1,49.01,49.01,100.0,,la maison de mon ami,à la maison d'un ami,0.0,100.0,58.46
162,noun_phrase_coord,la participation citoyenne et démocratique,angageman sosiyali ani lademokarasi,PUNCT NOUN CCONJ NOUN,jàmaden demokaratiki ni demokaratiki,jamanadenw ni jamanadenw ka jɛɲɔgɔnya,jamanadenw ni demokarasi sendonni,PUNCT PUNCT ADP PUNCT,NOUN ADP PRON X PUNCT,NOUN ADP PUNCT PUNCT,27.15,15.73,35.15,0.0,0.0,0.0,False,False,False,0,0,0,24.63,28.1,31.08,,,relations entre les citoyens et les citoyens,0.0,0.0,26.35
163,noun_phrase_genitive,La décision finale de la constitution du Mali,Mali dácogo làtigɛ [final],PUNCT PUNCT PUNCT PUNCT,Mali ka dácogo ka làtigɛ kɔ́dan,Mali ka forobaciyɛn kolatigɛnin laban,Mali sariyasunba ka latigɛ laban,PUNCT X VERB X VERB PUNCT,PUNCT X PUNCT NOUN VERB,PUNCT X X X VERB,41.61,21.3,18.72,1.0,0.0,0.0,False,False,False,0,0,0,26.91,30.62,14.74,,,La fin de l'organisation du réseau au Mali,0.0,0.0,28.02
164,noun_phrase_genitive,le champ du vieux,kɔrɔba ka foro,X X NOUN,màakɔrɔlama ka fòro,Cɛkɔrɔba ka foro,cɛkɔrɔba ka foro,NOUN X NOUN,PROPN ADP NOUN,NOUN ADP NOUN,31.94,95.85,95.85,0.0,1.0,1.0,False,False,False,0,0,0,51.36,27.82,28.8,,la ferme du vieil homme,Le champ d'un vieil homme,0.0,24.02,49.52
165,noun_phrase_genitive,la mère de l'enfant,dɔgɔ ba,NOUN NOUN,dén bámuso,den ba,den ba ye,NOUN NOUN,NOUN NOUN,NOUN NOUN AUX,5.05,14.51,11.27,0.0,0.0,0.0,False,False,False,1,1,0,100.0,100.0,89.56,,la mère de l'enfant,mère de l'enfant,0.0,100.0,87.58
166,noun_phrase_genitive,la maison de Musa,Musa ka so,PUNCT ADP NOUN,Musa ka só,Musa ka so,Musa ka so,PUNCT ADP NOUN,PUNCT ADP NOUN,PUNCT ADP NOUN,79.7,100.0,100.0,1.0,1.0,1.0,False,False,False,1,1,1,100.0,100.0,100.0,,La maison de Moïse,La maison de Moïse,0.0,73.22,73.22
167,infinitive,Promouvoir le bambara et les autres langues nationales,ka bambara wɛ́rɛ nɛ̀n Nasiyonali kìsɛya,X VERB DET PUNCT PUNCT PUNCT,ka bambara ni Nasiyonali nɛ̀n wɛ́rɛ nùgumɛ,Bambara ni jamana kan wɛrɛw lafasali,Bamanankan ni fasokan wɛrɛw yiriwa,X VERB ADP PUNCT X DET PUNCT,PART ADP PRON ADP PUNCT PUNCT,X ADP PUNCT PUNCT PUNCT,59.15,23.17,14.65,0.4,0.0,0.0,False,False,False,0,0,0,50.68,39.38,64.68,,Développer le basque et les autres langues nationales,Défense des drapeaux et des langues étrangères,0.0,64.43,24.52
168,infinitive,manger du riz,ka màlo dún,X NOUN PART,ka iri dún,ka dumuni kɛ,tiga dun,X X PART,X NOUN VERB,NOUN PART,18.33,11.09,5.81,1.0,0.0,0.0,False,False,False,0,0,0,25.0,35.48,86.27,,manger du riz,et de manger.,0.0,100.0,40.14
169,infinitive,parler bambara,ka bambara kúma,X X PUNCT,ka bambara kúma,bamanankan fɔli,bamanankan fɔ,X X PUNCT,X NOUN,X PUNCT,100.0,15.79,16.31,1.0,0.0,0.0,False,False,False,1,0,0,100.0,12.66,77.57,,parler la langue bambara,la prononciation des lettres,0.0,63.41,8.73
170,infinitive_neg,ne pas manger,kàna dún,AUX VERB,ka dúnli kɛ,kana dumuni kɛ,ka dumuni kɛ,X NOUN VERB,AUX NOUN VERB,X NOUN VERB,29.05,17.97,11.3,0.0,0.0,0.0,False,False,False,0,0,0,31.3,39.35,31.3,,manger la nourriture,ne mange pas,0.0,37.41,47.37
171,infinitive_list,"Promouvoir le bambara et les autres langues nationales, inclusion sociale, meilleure circulation de l'information","ka bambara wɛ́rɛ nɛ̀n Nasiyonali kìsɛya, [inclusion] sosiyali, kùnnafoni fìsamannci ka sírakankasaara",X VERB DET PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT X X VERB,ka bambara ni Nasiyonali nɛ̀n wɛ́rɛ ni sírakankasaara nùgumɛ tílali sosiyaliman kùnnafoni,"Bambara ni jamana kanw lafasali, sigida jɛlenya, kunnafoniw jɛnsɛncogo ɲuman","Bamanankan ni fasokan wɛrɛw yiriwa, sigidamɔgɔw sendonli, kunnafoniw jɛnsɛnni ka ɲɛ",X VERB ADP PUNCT X DET ADP PUNCT PUNCT PUNCT PUNCT PUNCT,PART ADP PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT NOUN ADJ,X ADP PUNCT PUNCT PUNCT NOUN PUNCT PUNCT X X NOUN,52.94,23.72,22.18,0.619,0.0,0.0,False,False,False,0,0,0,70.25,67.34,56.4,,"Promouvoir la traduction et les autres langues maternelles, l’implication communautaire, une meilleure diffusion de l’information","Défense des langues et des drapeaux, propreté sociale, bonne diffusion de l'information",0.0,54.56,37.5
172,complex_relative,"Mais la situation reste très incertaine au Mali, qui s'enfonce toujours plus dans le chaos","nka dábolo bɛ [incertain] lámàra Mali kɔnɔ, min bɛ ɲàgàmi fɔlɔ kɔfɛ cànla la",CCONJ NOUN AUX PUNCT PUNCT PUNCT PUNCT X AUX VERB ADV ADP NOUN ADP,"nka dábolo bɛ tó [incertain] ndére Mali la, jɔn tɛ ɲɔgɔn pénpe kádawuw háwujaw la","Nka halibi, Mali ka kow tɛ jɛya kosɛbɛ, a bɛ juguya ka taa ɲɛ.","Nka ko in bɛ senna kosɛbɛ Mali kɔnɔ, min bɛ ka jigin ka taa a fɛ ɲagami kɔnɔ",CCONJ NOUN AUX VERB PUNCT PUNCT PUNCT VERB NOUN AUX PRON PUNCT PUNCT NOUN ADP,CCONJ PUNCT PUNCT X NOUN AUX PUNCT X PRON AUX VERB AUX VERB PUNCT,CCONJ NOUN NOUN AUX VERB ADV PUNCT PUNCT X AUX AUX VERB AUX VERB PRON ADP X ADP,36.02,11.75,29.7,1.0,0.333,0.533,True,True,True,0,0,0,70.43,58.05,61.67,,"Mais la situation est très importante en Malaisie, qui sombre encore davantage dans le chaos.",Mais la situation de Marie est encore incertaine: elle va de plus en plus mal.,0.0,44.74,38.54
173,existential_nominal_complex,Il existe un frein politique lié aux logiques de pouvoir des élites qui veulent maintenir la masse populaire à l'écart de la gouvernance,"[frein] [politique] bɛ, min bɛ [élite]w ka [logique]w la, minw bɛ ŋàniya ka [masse populaire] bìla [gouvernance] kɔrɔ",PUNCT PUNCT X X AUX X X PUNCT X PRON AUX X X VERB NOUN VERB NOUN PUNCT,"nɛ̀njuru hàlala sìrilen sémako báaritala míiriw la bɛ, min bɛ ŋàniya ka dísi popilɛri lámìnɛ gófɛrɛnaman nkànfulori la",Politiki jɔyɔrɔ dɔ bɛ yen min ɲɛsinnen bɛ fanga dɔnniyaw ma minnu b'a fɛ ka jama tanga marali ma.,"Politiki frein dɔ bɛ yen min bɛ tali kɛ mɔgɔba dɔw ka fanga hakilina na, minnu b’a fɛ ka jamanadenw ka jamanadenw yɔrɔ janya mara la",PUNCT X PUNCT PUNCT X NOUN ADP CCONJ X AUX X X VERB NOUN VERB PUNCT NOUN ADP,PUNCT PUNCT NOUN AUX ADV PUNCT NOUN AUX PUNCT NOUN AUX PUNCT X ADP AUX NOUN PUNCT PUNCT PUNCT,PUNCT PUNCT NOUN AUX ADV X AUX NOUN VERB X PRON ADP VERB PUNCT PUNCT PUNCT X ADP ADP VERB X VERB NOUN VERB NOUN ADP,23.76,14.88,19.56,0.8,0.5,0.6,True,True,True,0,0,0,65.9,42.87,58.8,,"Il existe un frein politique lié à la notion de pouvoir des élites, qui veulent éloigner la population indigène de la région.",Il existe une position politique centrée sur les sciences du pouvoir qui veulent protéger le public de la domination.,0.0,53.36,37.15
174,complex_noun_phrase,"Chercheur associé à l'Institut français des relations internationales, Thierry Vircoulon revient pour 20 Minutes sur la situation explosive au Mali","Thierry Vircoulon, IFRIw la kùndafɔrɔ, bɛ segin 20 Minutes ma Mali dábolo [explosif] kan",PUNCT PUNCT PROPN ADP NOUN AUX VERB PUNCT PROPN AUX PUNCT PUNCT NOUN ADP,"ɲíninikɛla jɛ̀len cɛ́sira Institut faransɛman ɛntɛrinasiyɔnali la, Thierry Vircoulon bɛ nà [20] mínitiw ye Mali la dábolo bàlawumaman kan","Thierry Vircoulon, fransɛkan diɲɛ tɔnba ka sɛgɛsɛgɛlikɛla dɔ ye, a bɛ segin 20 Minutes kan Mali ka banakɔnɔma ko kan","Ɲininikalan jɛɲɔgɔn min bɛ Faransi jamanaw ni ɲɔgɔn cɛ jɛɲɔgɔnyaw la, Thierry Vircoulon seginna ka na miniti 20 kɛ Mali kɔnɔ binkanniw kan",NOUN VERB PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PROPN AUX VERB PUNCT NOUN AUX PROPN ADP PUNCT NOUN ADP,PUNCT PUNCT PUNCT PUNCT X X NOUN X CCONJ PRON AUX VERB PUNCT X ADP PRON X NOUN PART ADP,PUNCT X X AUX X NOUN ADP PRON NOUN PUNCT PUNCT PUNCT PROPN VERB AUX ADP PUNCT NOUN VERB PUNCT PUNCT X ADP,32.02,44.78,29.62,0.733,0.917,0.8,True,True,True,0,0,0,82.13,58.29,65.06,,"Chercheur associé en relations internationales en France, Thierry Vircoulon revient pour un discours de 20 minutes sur le terrorisme au Mali","Thierry Vircoulon, chercheur français de l'Organisation mondiale de la santé, reprend le 20 Minutes sur le handicap au Mali",0.0,64.69,43.19
